Cabinet Name,Cabinet Category,Cabinet Sub-Type,SKU,Price,Doors,Drawers,Shelves,Width,Height,Depth
Belmont Blue Tall Wall Cabinet - 12w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W1236-RTA,331,1,0,2,12.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 15w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W1536-RTA,354,1,0,2,15.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 18w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W1836-RTA,400,1,0,2,18.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 21w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W2136-RTA,420,1,0,2,21.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 24w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W2436-RTA,493,2,0,2,24.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 27w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W2736-RTA,521,2,0,2,27.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 30w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W3036-RTA,550,2,0,2,30.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 33w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W3336-RTA,578,2,0,2,33.0in,36.0in,12.0in
Belmont Blue Tall Wall Cabinet - 36w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W3636-RTA,607,2,0,2,36.0in,36.0in,12.0in
Belmont Blue Trash Pull-Out Base - 15w 34½h 24d,Base Cabinet,Pull-Out Trash Cans,BB-B15TR-RTA,929,0,2,0,15.0in,34.5in,24.0in
