"Idaho Fitness Factory Fairview","+1 208-297-7949","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 208-297-7949","US","office","+12082977949"
"Sonora Sports & Fitness Center","+1 209-532-1202","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 209-532-1202","US","office","+12095321202"
"Fitness Showrooms","+1 212-929-2950","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 212-929-2950","US","office","+12129292950"
"Vitor Shaolin's Brazilian Jiu Jitsu Midtown","+1 212-957-4045","1","10",,"UPDATE ME","+1 212-957-4045","US","office","+12129574045"
"Bespoke Cycling Studio","+1 213-228-2828","1","6","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 213-228-2828","US","office","+12132282828"
"Rejuvenis Beauty","info@rejuvenisbeauty.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 217-398-4856","US","office","+12173984856"
"121 Fitness Mt Zion","jonaschermann@hotmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 217-864-5000","US","office","+12178645000"
"Re-Medispa","+1 224-723-5408","1","10",,"UPDATE ME","+1 224-723-5408","US","office","+12247235408"
"Z Dermatology","drt@atlasdermatology.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 225-778-7540","US","office","+12257787540"
"Fast Pace Health Urgent Care - Corbin, KY","+1 931-253-1110","1","10",,"UPDATE ME","+1 931-253-1110","US","office","+19312531110"
"Dasilva Institute of Antiaging, Regenerative & Functional Medicine","+1 941-388-0940","1","10",,"UPDATE ME","+1 941-388-0940","US","office","+19413880940"
"Newport Medical and Wellness Center","+1 949-631-9009","1","10",,"UPDATE ME","+1 949-631-9009","US","office","+19496319009"
"Irvine","Unnamed","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 949-724-6000","US","office","+19497246000"
"Irvine","+1 949-724-6000","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 949-724-6000","US","office","+19497246000"
"Mi5 Fitness | CrossFit Lakeville","+1 952-378-4348","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 952-378-4348","US","office","+19523784348"
"M G Medical Facility Inc","+1 954-432-8856","1","10",,"UPDATE ME","+1 954-432-8856","US","office","+19544328856"
"The Fitness Clinic","Nick Georgette","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 954-491-4969","US","other","+19544914969"
"SoFlo Medical Center","+1 954-505-3480","1","10",,"UPDATE ME","+1 954-505-3480","US","office","+19545053480"
"Park Place Spa FL","parkplacespafl@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 954-533-6373","US","office","+19545336373"
"Body & Soul Retreat","+1 954-796-0005","1","10",,"UPDATE ME","+1 954-796-0005","US","office","+19547960005"
"Red Zone NoCo","+1 970-460-9044","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 970-460-9044","US","office","+19704609044"
"Old Town Athletic Club","+1 970-493-7222","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 970-493-7222","US","office","+19704937222"
"Colorado 24/7 Fitness","+1 970-945-9107","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 970-945-9107","US","office","+19709459107"
"C&A Power House Gym","Unnamed","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 972-987-4430","US","office","+19729874430"
"C&A Power House Gym","+1 972-987-4430","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 972-987-4430","US","office","+19729874430"
"Final Round Training Inc.","+1 973-638-1934","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 973-638-1934","US","office","+19736381934"
"Jane DO - Jersey City Fitness Studio","+1 201-938-1000 ext. 1","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 201-938-1000 ext. 1","US","office","+12019381000x1"
"Derma Health Laser & Skin Care Clinic","Jamie Jones","1","10",,"UPDATE ME","+1 417-447-7777","US","office","+14174477777"
"UTC Aquatic and Recreation Center","+1 423-425-4111","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X",,"+1 423-425-4111","US","office","+14234254111"
"Southern Soul Yoga - North Shore","+1 423-643-9642","1","10",,"UPDATE ME","+1 423-643-9642","US","office","+14236439642"
"UltraSlim Atlanta Body Contouring","Lisa","1","10",,"1 - Possibly Qualified","+1 470-308-3793","US","office","+14703083793"
"Knockout Cross-Training","+1 470-545-4732","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 470-545-4732","US","office","+14705454732"
"Lasertouch MD","+1 479-268-4573","1","10",,"UPDATE ME","+1 479-268-4573","US","office","+14792684573"
"La Vida Med Spa AR","gheim@lavidamassage.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 479-521-3232","US","office","+14795213232"
"Arkansas Medical Weight Loss","receptionist@arkansasmedicalweightloss.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 479-551-2800","US","office","+14795512800"
"Fort Smith Wellness","fortsmithwellness@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 479-648-1107","US","office","+14796481107"
"Renew Aesthetics","+1 479-668-0168","1","10",,"UPDATE ME","+1 479-668-0168","US","office","+14796680168"
"Desert Devils Gymnastics","+1 480-844-9600","1","10",,"UPDATE ME","+1 480-844-9600","US","office","+14808449600"
"Arkansas Laser and Skincare","info@arkansaslaserandskincare.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 501-771-0445","US","office","+15017710445"
"Revive Lifestyle Medicine","admin@myhousecall.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 501-779-8554","US","office","+15017798554"
"The Yoga Barre & Pilates Studio","+1 228-731-3570","1","10",,"UPDATE ME","+1 228-731-3570","US","office","+12287313570"
"Skin Deep Naples","+1 239-260-5060","1","10",,"UPDATE ME","+1 239-260-5060","US","office","+12392605060"
"Face It Botox Bar","+1 239-322-3815","1","10",,"UPDATE ME","+1 239-322-3815","US","office","+12393223815"
"Vanity Skin Aesthetic","info@vanityskinaesthetic.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 239-424-8161","US","office","+12394248161"
"Imagine Wellness Spa","imaginewellnessspa@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 239-471-7029","US","office","+12394717029"
"Forever Young Bodyworks","+1 239-471-7620","1","10",,"UPDATE ME","+1 239-471-7620","US","office","+12394717620"
"Project Body Smart","+1 250-860-6900","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 250-860-6900","CA","office","+12508606900"
"Health Actions","gdillon@healthactions.net","1","10",,"UPDATE ME","+1 251-246-5761","US","office","+12512465761"
"Mobile Infirmary Emergency - Saraland","+1 251-435-2400","1","10",,"UPDATE ME","+1 251-435-2400","US","office","+12514352400"
"CrossFit 253/No LImits Fitness","+1 253-267-5114","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 253-267-5114","US","office","+12532675114"
"Refuge Brazilian Jiu Jitsu","+1 262-646-4727","1","10",,"UPDATE ME","+1 262-646-4727","US","office","+12626464727"
"West Wood Health And Fitness Center","Kari Reuland","1","9","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 262-650-8000","US","office","+12626508000"
"West Wood Health And Fitness Center","+1 262-650-8000","1","9","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 262-650-8000","US","office","+12626508000"
"OpenBox Athletics","contact@openboxathletics.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 267-787-2463","US","office","+12677872463"
"Bronson Wellness Center","+1 269-341-7788","1","10",,"UPDATE ME","+1 269-341-7788","US","office","+12693417788"
"Ballert Medical Aesthetics","info@ballertmedical.com","1","10",,"UPDATE ME","+1 270-534-5641","US","office","+12705345641"
"Rejuvenation","web@mnwcare.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 651-461-4770","US","office","+16514614770"
"Minnesota Fitness Exercise","+1 651-773-9901","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 651-773-9901","US","office","+16517739901"
"ReDefine Medical Spa","+1 660-262-7770","1","10",,"UPDATE ME","+1 660-262-7770","US","office","+16602627770"
"Desoto Family Care Clinic","desotofamily@desotofamilycareclinic.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 662-782-0300","US","office","+16627820300"
"Suburban Medical Spa","+1 678-282-0051","1","10",,"UPDATE ME","+1 678-282-0051","US","office","+16782820051"
"Balanced Bodies Sandy Springs","+1 678-974-5684","1","10",,"UPDATE ME","+1 678-974-5684","US","office","+16789745684"
"Fat Freezing Las Vegas","spoiledlaser@gmail.com","1","10",,"UPDATE ME","+1 702-228-5171","US","office","+17022285171"
"Barrys Boxing","info@barrysboxing.vegas","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","3 - Ideal Client","+1 702-368-2696","US","office","+17023682696"
"Next Level Fitness","nextlevelfitness08@yahoo.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 702-992-3553","US","office","+17029923553"
"OSA Martial Arts-Fairfax City","+1 703-935-9100","1","10",,"UPDATE ME","+1 703-935-9100","US","office","+17039359100"
"Astoria Laser Clinic","info@astorialaserclinic.com","1","10",,"UPDATE ME","+1 703-992-9290","US","office","+17039929290"
"Gunn's Fitness","+1 704-708-4866","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 704-708-4866","US","office","+17047084866"
"Essentia Advanced Aesthetics","+1 705-675-6777","1","10",,"UPDATE ME","+1 705-675-6777","CA","office","+17056756777"
"Aesthetic Essentials of Augusta | BOTOX | FILLER | KYBELLA | MICRONEEDLING | DYSPORT| RESTYLANE | LASER THERAPY | Augusta, GA","+1 706-434-8304","1","10",,"UPDATE ME","+1 706-434-8304","US","office","+17064348304"
"Glo Spa Wellness","info@glospawellness.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 708-590-6543","US","office","+17085906543"
"AVE Med Spa","askave@avemedspa.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 712-224-3500","US","office","+17122243500"
"Alira Med-Spa","+1 713-523-6000","1","10",,"UPDATE ME","+1 713-523-6000","US","office","+17135236000"
"212 Fitness","+1 715-343-0212","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 715-343-0212","US","office","+17153430212"
"Rock Spot Climbing: Prime Climb","manager@primeclimb.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 203-265-7880","US","office","+12032657880"
"Hien Atkins Beauty Lounge & MedSpa - Microblading, Permanent Make Up, Medical Skincare & Eyelash Extensions","+1 205-248-2636","1","10",,"UPDATE ME","+1 205-248-2636","US","office","+12052482636"
"The Place to Escape","escape@theplacetoescape.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 205-414-6062","US","office","+12054146062"
"Vulcan Well","admin@vulcanwell.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 205-438-6009","US","office","+12054386009"
"Blog O Hair","hair@blogohair.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 205-861-2546","US","office","+12058612546"
"CosMedic Skincare - Jodie Reinertson, MD","info@seattlecosmedicskincare.com","1","10",,"UPDATE ME","+1 206-622-6444","US","office","+12066226444"
"Mark Rossignol","info@countypt.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 207-498-6334","US","office","+12074986334"
"Idaho Fitness Factory Franklin","+1 208-297-7949","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 208-297-7949","US","office","+12082977949"
"The Dental Spa at Propes - Merced Dentist","+1 209-722-6203","1","10",,"UPDATE ME","+1 209-722-6203","US","office","+12097226203"
"The Union: Fitness & Fun, Alamo Heights","+1 210-569-0611","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 210-569-0611","US","office","+12105690611"
"Smart Barre","Kristen","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","1 - Possibly Qualified","+1 210-822-0584","US","office","+12108220584"
"Anna Kaiser Studios","+1 212-858-0305","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 212-858-0305","US","office","+12128580305"
"Fitness Showrooms of Manhasset","+1 212-929-2950","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 212-929-2950","US","office","+12129292950"
"BESPOKE Cycling Studio","contact@bespokecyclingstudio.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 213-228-2828","US","office","+12132282828"
"Newtown Athletic Club","+1 215-968-0600","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 215-968-0600","US","office","+12159680600"
"North 41 CrossFit","+1 216-510-0977","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 216-510-0977","US","office","+12165100977"
"ABF Training","+1 217-224-5104","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 217-224-5104","US","office","+12172245104"
"Campus Recreation Center East","+1 217-333-3806","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 217-333-3806","US","office","+12173333806"
"Dobbers Gym","+1 217-762-3839","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 217-762-3839","US","office","+12177623839"
"Paxton Community and Wellness Center","+1 217-784-4251","1","10",,"UPDATE ME","+1 217-784-4251","US","office","+12177844251"
"Brendan Grubbs","Brendan Grubbs","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 218-301-0244","US","office","+12183010244"
"Causey Med Aesthetic","+1 225-364-2257","1","10",,"UPDATE ME","+1 225-364-2257","US","office","+12253642257"
"Dr Patricia Berbari | MedicSPA","+1 819-243-7667","1","10",,"UPDATE ME","+1 819-243-7667","CA","office","+18192437667"
"Blackbird Aesthetics","+1 828-865-7425","1","10",,"UPDATE ME","+1 828-865-7425","US","office","+18288657425"
"Free Form Fitness Wellington West","+1 833-333-9473","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 833-333-9473","US","office","+18333339473"
"Restore Hyper Wellness + Cryotherapy","Hunter","1","10",,"UPDATE ME","+1 843-715-2001","US","office","+18437152001"
"Arthur Murray Dance Studio of Charleston","info@arthurmurraycharleston.com","1","10",,"UPDATE ME","+1 843-789-3646","US","office","+18437893646"
"Liquivida","+1 844-548-2100","1","10",,"UPDATE ME","+1 844-548-2100","US","office","+18445482100"
"Mr Todd's Gymnastics","mrtoddsgymnastics@gmail.com","1","10",,"UPDATE ME","+1 845-473-3966","US","office","+18454733966"
"Gold's Gym","Lauren Rinker","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 845-896-3300","US","office","+18458963300"
"Gold's Gym","Barbi Parks-Dunn","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 845-896-3300","US","office","+18458963300"
"Livea Weight Control Centers - Eau Claire","+1 855-465-4832","1","10",,"UPDATE ME","+1 855-465-4832","US","office","+18554654832"
"Integrity Health Coaching - Gorham/Berlin NH","+1 855-550-2348","1","10",,"UPDATE ME","+1 855-550-2348","US","office","+18555502348"
"Rowan REC Center","+1 856-256-4000","1","10",,"UPDATE ME","+1 856-256-4000","US","office","+18562564000"
"Mandell JCC Fitness Center at Saint Francis","+1 860-236-4571","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 860-236-4571","US","office","+18602364571"
"TrueForm Runner","+1 860-895-8533","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 860-895-8533","US","office","+18608958533"
"Shore Strength Lab","+1 562-438-1176","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 562-438-1176","US","office","+15624381176"
"La Habra CrossFit","brandon@livefitwellnesscenter.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 562-448-2082","US","office","+15624482082"
"Galena Karate Club","+1 563-583-8256","1","10",,"UPDATE ME","+1 563-583-8256","US","office","+15635838256"
"B-Well Regenerative Medicine & Wellness Clinic","+1 575-556-9954","1","10",,"UPDATE ME","+1 575-556-9954","US","office","+15755569954"
"The Skin Center and Spa","+1 601-265-2129","1","10",,"UPDATE ME","+1 601-265-2129","US","office","+16012652129"
"EōS Fitness","+1 602-368-1221","1","9","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 602-368-1221","US","office","+16023681221"
"The Foundry Arcadia","+1 602-468-9642","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 602-468-9642","US","office","+16024689642"
"KW Fitness - Vestal Personal Training","info@kwfitnessny.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 607-217-7634","US","office","+16072177634"
"CrossFit Mata Leo","+1 608-241-9007","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-241-9007","US","office","+16082419007"
"ORTHDX Natural Fitness","train@orthdx.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-709-1314","US","office","+16087091314"
"Harbor Athletic Club","marketing@harborathletic.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-831-6500","US","office","+16088316500"
"CrossFit Vultus","+1 608-837-4646","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-837-4646","US","office","+16088374646"
"Integrative Sport and Physiotherapy","+1 608-850-4333","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 608-850-4333","US","office","+16088504333"
"Strait Bodied (Private Gym & Dance Studio)","+1 480-564-1007","1","10",,"UPDATE ME","+1 480-564-1007","US","office","+14805641007"
"My Fitness Studio, LLC","+1 480-813-3856","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 480-813-3856","US","office","+14808133856"
"True Vitality MD","drconstancecrisp@truevitalitymd.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 501-224-3223","US","office","+15012243223"
"Arkansas Permanent Cosmetics Institute","corporate@apciedu.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 501-500-0272","US","office","+15015000272"
"Baptist Health Madisonville Fitness Formula","+1 502-896-5000","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 502-896-5000","US","office","+15028965000"
"Simple Wellness Clinic","simplewellnessclinic@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 503-236-8697","US","office","+15032368697"
"Salem Center","+1 503-364-8782","1","6","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 503-364-8782","US","office","+15033648782"
"Mah-Anns Pro Fitness","Mah- Ann","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","1 - Possibly Qualified","+1 503-393-1080","US","office","+15033931080"
"OHSU Primary Care Clinic, Scappoose","+1 503-494-8311","1","10",,"UPDATE ME","+1 503-494-8311","US","office","+15034948311"
"Touchmark at The Ranch Health & Fitness Club","+1 503-646-5186","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 503-646-5186","US","office","+15036465186"
"Lux Cryo - Pearl District","luxtan97035@gmail.com","1","10",,"UPDATE ME","+1 503-809-2796","US","office","+15038092796"
"New Orleans Aesthetics","info@neworleansaesthetics.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 504-475-1000","US","office","+15044751000"
"Salire Fitness & Wellness","nolanferr@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 504-821-4896","US","office","+15048214896"
"Salire Fitness & Wellness","salirefitness@yahoo.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 504-821-4896","US","office","+15048214896"
"New Orleans JCC","tevin@nojcc.org","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","1 - Possibly Qualified","+1 504-897-0143","US","office","+15048970143"
"Desert Mountain Facial Esthetics","+1 505-508-2437","1","10",,"UPDATE ME","+1 505-508-2437","US","office","+15055082437"
"Nuyu Med Spa NM","maria@nuyumedspanm.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 505-681-6657","US","office","+15056816657"
"Fitshop Weight Loss Clinic","+1 505-872-3348","1","10",,"UPDATE ME","+1 505-872-3348","US","office","+15058723348"
"Family Fitness of Norton Shores","+1 231-747-9778","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 231-747-9778","US","office","+12317479778"
"ABA Medical Spa","andreamedspa@gmail.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 239-245-8899","US","office","+12392458899"
"Schneider Centre for Plastic Surgery","+1 239-277-9999","1","10",,"UPDATE ME","+1 239-277-9999","US","office","+12392779999"
"Face It Botox Bar","info@faceitbotoxbar.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 239-322-3815","US","office","+12393223815"
"Imagine Wellness spa Massage - Cape Coral","+1 239-471-7029","1","10",,"UPDATE ME","+1 239-471-7029","US","office","+12394717029"
"AAS Med Spa","cyndie@aasmedspa.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 239-936-3333","US","office","+12399363333"
"Moksha Aesthetics","+1 240-907-5010","1","10",,"UPDATE ME","+1 240-907-5010","US","office","+12409075010"
"Birmingham Ultimate Fitness","+1 248-792-7590","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 248-792-7590","US","office","+12487927590"
"Peak Physique Fitness Training","+1 248-879-3141","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 248-879-3141","US","office","+12488793141"
"Global Fitness & Racquet Centre","+1 250-860-6900","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 250-860-6900","CA","office","+12508606900"
"Alabama Weight Loss","alonemeds@att.net","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 251-343-5115","US","office","+12513435115"
"Restoring Bodies Fitness","Tammie Brown","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 256-858-1344","US","other","+12568581344"
"BJ Hausman, MA","+1 281-362-0014","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 281-362-0014","US","office","+12813620014"
"L'Atelier de Beaute Medspa","+1 281-771-5569","1","10",,"UPDATE ME","+1 281-771-5569","US","office","+12817715569"
"Alphalete Gym","+1 281-940-2788","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 281-940-2788","US","office","+12819402788"
"Bella Esthetic","contact@bellaesthetic.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 301-238-7080","US","office","+13012387080"
"Injector Cissy","cissy@cosmeticplastics.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 301-493-4334","US","office","+13014934334"
"Renu DC","appts@renudc.com","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","-","+1 301-652-7368","US","office","+13016527368"
"World Gym of Mechanicsville","+1 301-884-8096","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 301-884-8096","US","office","+13018848096"
"Colorado's Pro Gym","+1 303-671-9586","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 303-671-9586","US","office","+13036719586"
"Serenity Day Spa","+1 304-263-4200","1","10",,"UPDATE ME","+1 304-263-4200","US","office","+13042634200"
"CTA (Champion Training Academy)","+1 304-291-3547","1","10","user_FJAjHIDBjKN8mChxLXXqmYizVsKuvZO9bYU5S5yC80X","UPDATE ME","+1 304-291-3547","US","office","+13042913547"
